code,condition,name,desc,source,url,file,year,methodology,native,composite,mostafa_approved
DLANG,Diversity,"Linguistic diversity","Distribution of living languages in the world by country","Ethnologue linguistic diversity by country",http://www.ethnologue.com/statistics/country,"###online data###",2015,"###online data###",1,1,1
