code,condition,name,desc,source,url,file,year,methodology,native,composite,mostafa_approved
HB,"Honesty (Transp.)","Open Budget","The Open Budget Index is the world?s only independent, comparative measure of central government budget transparency.","International Budget Partnership",http://survey.internationalbudget.org/#download,http://www.internationalbudget.org/wp-content/uploads/OBS2015-Report-English.pdf,2015,"The OBI assigns countries covered by the Open Budget Survey a transparency score on a 100-point scale using 109  of the 140 questions on the Survey. These questions focus specifically on whether the government provides the public with timely access to comprehensive information contained in eight key budget documents in accordance with international good practice standards.",1,1,1
