code,condition,name,desc,source,url,file,year,methodology,native,composite,mostafa_approved
DREL,Diversity,"Religious diversity","Religious diversity index","Pew Research Center RDI",https://www.pewforum.org/2014/04/04/religious-diversity-index-scores-by-country/,https://assets.pewresearch.org/wp-content/uploads/sites/11/2014/04/religious-diversity-index.xlsx,2015,,1,1,1
