country,value
4,43.019718170166
8,98.1411514282227
12,81.4078369140625
31,99.7912292480469
32,99.0038681030273
48,97.4641876220703
50,74.6844635009766
51,99.7360687255859
64,66.561149597168
76,93.2275009155273
96,97.214111328125
104,75.5512008666992
108,68.3753280639648
112,99.7565612792969
120,77.0710372924805
140,37.3958206176758
144,91.7098236083984
148,22.3115501403809
152,96.4022827148438
156,96.8408889770508
170,95.0925064086914
174,58.8170204162598
178,80.2987594604492
180,77.0426788330078
188,97.8637924194336
203,99.8330307006836
204,42.3624000549316
214,93.7784576416016
218,92.8297882080078
222,89.0085983276367
231,51.7711791992188
232,76.5705184936523
242,99.0821075439453
266,84.6671600341797
268,99.3642578125
275,97.2186126708984
288,79.0396423339844
300,97.9359512329102
332,61.691349029541
340,87.2052383422852
356,74.3729934692383
360,95.658561706543
364,85.5442504882813
368,85.5999984741211
380,99.15576171875
384,47.1653518676758
398,99.7816314697266
400,98.2271118164063
404,81.5349731445313
414,96.0564727783203
417,99.5859985351563
422,95.0694427490234
428,99.8893127441406
430,48.3013610839844
446,96.5384902954102
450,74.8043212890625
458,94.8544082641602
462,97.7349472045898
466,35.4737701416016
470,94.5031890869141
478,53.4975891113281
480,91.3253936767578
484,95.3799133300781
496,98.4231185913086
499,98.8471832275391
504,73.7500076293945
508,60.6554298400879
512,95.6515274047852
516,91.5272674560547
524,67.9084320068359
533,97.8074188232422
548,87.5063095092773
562,35.0499992370605
566,62.0160102844238
586,59.1320495605469
591,95.4118118286133
600,94.0207977294922
604,94.4082717895508
620,96.1375885009766
626,68.0668334960938
630,92.3899993896484
634,93.4639663696289
642,98.8444976806641
643,99.7300567626953
646,73.2155914306641
674,99.9164276123047
678,92.8166427612305
682,95.3286285400391
686,51.9004211425781
688,98.8415069580078
690,95.8677062988281
694,43.2063293457031
702,97.344856262207
704,95.0003814697266
710,87.0466690063477
724,98.4365005493164
728,34.5227584838867
729,60.6971817016602
740,94.3832702636719
748,88.4193801879883
764,93.7677612304688
776,99.4143676757813
792,96.1505279541016
800,76.5274963378906
818,71.1682510375977
854,41.2244491577148
858,98.703857421875
860,99.9928894042969
862,97.1270904541016
882,99.0957717895508
894,86.7479629516602
