country,value
4,85.6253280639648
8,103.322746276855
12,101.364631652832
28,96.1988296508789
31,100.383338928223
32,99.962760925293
40,99.8130035400391
44,76.4586334228516
48,100.241188049316
51,93.1385192871094
52,90.0936737060547
64,100
68,94.8397827148438
84,102.84693145752
90,86.7856674194336
92,79.6068801879883
96,100.098007202148
100,86.618537902832
104,95.3996124267578
108,59.3764190673828
112,104.61791229248
116,91.0273666381836
120,65.4980392456055
132,87.2902069091797
136,89.5522384643555
140,40.8741683959961
144,102.390380859375
148,40.5602188110352
152,96.2421035766602
170,106.769386291504
174,76.7200775146484
188,102.738052368164
191,94.8478088378906
192,86.5321502685547
196,101.87670135498
203,98.5400619506836
204,64.4395980834961
208,101.036628723145
212,113.926696777344
214,93.3040924072266
218,104.43367767334
222,86.6076965332031
232,60.2705116271973
233,96.6946334838867
242,107.018417358398
246,100.373809814453
262,63.0319709777832
268,92.8278732299805
270,78.942512512207
275,96.3224792480469
276,100.843322753906
288,93.8091125488281
292,100.218338012695
296,100.869567871094
300,97.9323806762695
308,123.00122833252
320,79.1303329467773
324,59.6673698425293
340,79.4581069946289
344,106.732749938965
348,98.849250793457
352,99.2050933837891
356,91.661491394043
360,102.334838867188
364,99.4387893676758
372,97.3283386230469
376,102.439750671387
380,97.6467208862305
384,78.750846862793
388,84.6160583496094
398,106.377349853516
400,81.672721862793
404,99.6787414550781
410,95.3767700195313
414,84.5925598144531
417,108.615371704102
418,92.168327331543
426,85.6288528442383
428,98.3991394042969
430,60.595401763916
438,107.32984161377
440,104.285598754883
442,79.6460189819336
446,103.83422088623
450,63.2768211364746
454,80.3485870361328
458,99.4916000366211
462,91.6666717529297
466,49.6143913269043
470,103.57763671875
478,72.9097290039063
480,98.5137329101563
484,102.255889892578
496,101.779647827148
498,88.0238265991211
499,97.4071731567383
504,97.1357269287109
508,54.7286911010742
512,100.912628173828
516,94.0862197875977
520,116.877639770508
524,120.447341918945
562,62.2621383666992
578,99.123908996582
583,88.4534301757813
584,77.2962493896484
586,73.2653884887695
591,89.7954711914063
598,77.1238479614258
604,98.7053298950195
608,115.436897277832
616,94.3335189819336
620,99.5701904296875
626,105.198341369629
630,69.9172286987305
634,95.0207977294922
642,85.2217712402344
643,101.96321105957
646,97.4003295898438
659,98.0848236083984
662,99.7793502807617
670,105.549133300781
674,114.102561950684
678,84.3460922241211
682,96.2288131713867
686,61.2020111083984
688,98.6684494018555
690,98.8000030517578
694,83.2102737426758
702,99.9218292236328
703,92.1726913452148
704,110.021209716797
705,97.3999710083008
710,90.3444976806641
724,98.5260162353516
729,61.6876411437988
740,85.8640823364258
748,94.4848709106445
752,104.124046325684
756,96.2100830078125
762,94.9123916625977
764,94.411376953125
768,87.4238662719727
788,95.0537796020508
792,88.5277786254883
796,129.401412963867
798,78.7148590087891
800,52.671760559082
807,93.4167327880859
818,104.609298706055
826,100.597457885742
834,68.0088195800781
840,100.092697143555
854,64.5494537353516
858,103.224647521973
860,105.622688293457
862,92.588737487793
882,108.871139526367
887,72.3003921508789
