country,value
8,89.0461807250977
12,91.5572509765625
20,68.1617736816406
31,95.7502593994141
32,94.0043792724609
40,99.6081390380859
48,96.7772903442383
51,95.9681777954102
64,88.7227935791016
68,95.5631866455078
70,93.9621124267578
84,95.7903213500977
90,58.2922286987305
92,16.4158191680908
96,93.2553024291992
100,96.3589782714844
108,42.9858016967773
112,98.2668609619141
116,79.760498046875
120,63.9379615783691
144,98.4699401855469
148,72.956901550293
152,99.678092956543
170,92.4318313598633
188,93.3388366699219
191,96.7149963378906
192,96.7257919311523
196,98.7563629150391
203,99.4514999389648
204,33.9159393310547
208,99.7692337036133
214,91.9615325927734
218,98.6425399780273
222,83.2689971923828
232,79.9842529296875
233,99.7173919677734
246,99.6392669677734
262,88.2474212646484
268,98.6788711547852
270,84.3540573120117
275,95.8835983276367
288,81.5872802734375
300,97.9569778442383
320,71.8478164672852
340,82.6911697387695
344,97.3531875610352
348,98.901969909668
352,98.3722305297852
356,86.5114974975586
360,98.232048034668
364,95.9545593261719
376,99.0212783813477
380,99.7647094726563
384,73.2640075683594
388,92.8373107910156
392,99.9767379760742
398,99.1699295043945
400,95.3061904907227
410,99.255256652832
414,88.5445327758789
417,98.2527618408203
418,82.948127746582
422,84.9477691650391
428,97.2869720458984
430,46.4585418701172
438,97.5291595458984
440,97.8095092773438
442,82.9739990234375
446,98.7323532104492
450,31.569299697876
458,96.3795623779297
462,94.2242965698242
470,93.8066635131836
478,64.8940505981445
480,94.6147613525391
484,94.9380874633789
496,97.7722396850586
498,93.8340911865234
499,99.0987091064453
504,94.2649002075195
508,41.805850982666
512,98.8269424438477
516,84.1416091918945
524,73.5494384765625
578,99.1886596679688
586,65.6725692749023
604,93.0935363769531
608,92.8553619384766
616,99.6115875244141
626,89.7812194824219
634,87.3271484375
646,66.6171722412109
662,91.9796905517578
670,94.6344375610352
674,98.1872711181641
678,92.6919708251953
688,98.7380294799805
690,95.9835891723633
694,24.1634502410889
702,99.3929214477539
703,98.6843338012695
705,99.2074890136719
710,89.7041702270508
724,99.7530364990234
729,75.1861190795898
740,89.6306991577148
748,85.3693389892578
756,99.5941162109375
762,98.9567794799805
764,98.4965515136719
788,94.1708831787109
792,99.9728698730469
800,35.4994888305664
804,98.6847610473633
807,98.3472290039063
818,99.0093002319336
826,99.8350677490234
834,84.9326934814453
854,55.9191093444824
858,88.5581436157227
860,98.3101501464844
862,82.9592971801758
882,93.3398284912109
