country,value
8,88.4
24,81.6
51,99.6
68,95.6
84,97.2
104,80.7
108,99.2
144,98.8
156,99.6
170,97.2
204,83.2
231,62.4
288,97.5
324,80.9
332,91
356,79.3
360,97.5
368,87.6
384,93.2
400,97.6
408,99.5
418,78.4
430,97.9
450,87
454,97.6
462,98.7
466,79.5
504,88.5
508,94
524,83.6
566,67
586,86.2
598,76.1
600,98.7
608,93.8
626,84.4
646,97.6
686,97.1
694,97.4
710,93.7
762,91.8
764,98.1
768,51.6
795,99.6
800,97.3
834,98
854,80.2
894,96.9
